,paper_doi,conf_seriesId,conf_acronym,conf_name,conf_city,conf_country,author_order,author_givenName,author_familyName,org_gridId,org_name,org_city,org_country,org_countrycode,affiliationString,paper_title,book_doi,book_title,book_confSubtitle,rights,year
1145991,10.1007/978-3-642-41242-4_49,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,4,Katri,Seppälä,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,Linked Open Ontology Cloud KOKO—Managing a System of Cross-Domain Lightweight Ontologies,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1145992,10.1007/978-3-642-41242-4_49,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,5,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,Linked Open Ontology Cloud KOKO—Managing a System of Cross-Domain Lightweight Ontologies,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1146012,10.1007/978-3-642-41242-4_46,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,1,Matias,Frosterus,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Finnish Law as a Linked Data Service,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1146013,10.1007/978-3-642-41242-4_46,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,2,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Finnish Law as a Linked Data Service,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1146014,10.1007/978-3-642-41242-4_46,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,3,Mika,Wahlroos,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Finnish Law as a Linked Data Service,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
1146015,10.1007/978-3-642-41242-4_46,esws,ESWC,Extended Semantic Web Conference,Montpellier,France,4,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University and University of Helsinki,The Finnish Law as a Linked Data Service,10.1007/978-3-642-41242-4,The Semantic Web: ESWC 2013 Satellite Events,"ESWC 2013, Satellite Events, Montpellier, France, May 26-30, 2013, Revised Selected Papers",Restricted,2013-01-01
368380,10.1007/978-3-642-21064-8_18,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Jouni,Tuominen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University School of Science and the University of Helsinki,Biological Names and Taxonomies on the Semantic Web – Managing the Change in Scientific Conception ,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
368381,10.1007/978-3-642-21064-8_18,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Nina,Laurenne,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University School of Science and the University of Helsinki,Biological Names and Taxonomies on the Semantic Web – Managing the Change in Scientific Conception ,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
368382,10.1007/978-3-642-21064-8_18,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Eero,Hyvönen,grid.5373.2,Aalto University,Helsinki,Finland,FI,Aalto University School of Science and the University of Helsinki,Biological Names and Taxonomies on the Semantic Web – Managing the Change in Scientific Conception ,10.1007/978-3-642-21064-8,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part II",OpenAccess,2011-01-01
892500,10.1007/978-3-319-18818-8_39,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,3,Eugene,Cherny,grid.13797.3b,Åbo Akademi University,Turku,Finland,FI,Åbo Akademi University,Towards the Russian Linked Culture Cloud: Data Enrichment and Publishing,10.1007/978-3-319-18818-8,The Semantic Web. Latest Advances and New Domains,"12th European Semantic Web Conference, ESWC 2015, Portoroz, Slovenia, May 31 -- June 4, 2015. Proceedings",,2015-01-01
318983,10.1007/978-3-642-21034-1_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Prateek,Jain,,,,,,Accenture Technology Labs,Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
318984,10.1007/978-3-642-21034-1_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Peter Z.,Yeh,,,,,,Accenture Technology Labs,Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
318985,10.1007/978-3-642-21034-1_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Kunal,Verma,,,,,,Accenture Technology Labs,Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
318986,10.1007/978-3-642-21034-1_6,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,4,Reymonrod G.,Vasquez,,,,,,Accenture Technology Labs,Contextual Ontology Alignment of LOD with an Upper Ontology: A Case Study with Proton,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
305883,10.1007/978-3-319-58451-5_16,esws,ESWC,European Semantic Web Conference,Portoroz,Slovenia,1,Lucy,McKenna,,,,,,"ADAPT Centre, Trinity College Dublin",Engaging Librarians in the Process of Interlinking RDF Resources,10.1007/978-3-319-58451-5,The Semantic Web,"14th International Conference, ESWC 2017, Portoro?, Slovenia, May 28 ? June 1, 2017, Proceedings, Part II",Restricted,2017-01-01
520548,10.1007/978-3-662-46641-4_44,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Annette,Morales-González,,,,,,"Advanced Technologies Application Center, CENATAV",\n                OntoPartS: A Tool to Select Part-Whole Relations in OWL Ontologies,10.1007/978-3-662-46641-4,The Semantic Web: ESWC 2012 Satellite Events,"ESWC 2012 Satellite Events, Heraklion, Crete, Greece, May 27-31, 2012. Revised Selected Papers",,2015-01-01
661898,10.1007/978-3-642-02121-3_44,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,3,Dimitris,Dranidis,,,,,,Affiliated Institution of the University of Sheffield,Leveraging Semantic Web Service Descriptions for Validation by Automated Functional Testing,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
335813,10.1007/978-3-319-47602-5_41,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Andreas,Thalhammer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology",PageRank on Wikipedia: Towards General Importance Scores for Entities,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
335814,10.1007/978-3-319-47602-5_41,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,2,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology",PageRank on Wikipedia: Towards General Importance Scores for Entities,10.1007/978-3-319-47602-5,The Semantic Web,"ESWC 2016 Satellite Events, Heraklion, Crete, Greece, May 29 ? June 2,  2016, Revised Selected Papers",Restricted,2016-01-01
1083062,10.1007/978-3-319-11955-7_76,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Andreas,Thalhammer,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology",Browsing DBpedia Entities with Summaries,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1083063,10.1007/978-3-319-11955-7_76,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Achim,Rettinger,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology",Browsing DBpedia Entities with Summaries,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1173301,10.1007/978-3-319-25639-9_50,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,1,Tobias,Weller,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology (KIT)",A RESTful Approach for Developing Medical Decision Support Systems,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
1173302,10.1007/978-3-319-25639-9_50,esws,ESWC,International Semantic Web Conference,Portoro?,Slovenia,2,Maria,Maleshkova,grid.7892.4,Karlsruhe Institute of Technology,Karlsruhe,Germany,DE,"AIFB, Karlsruhe Institute of Technology (KIT)",A RESTful Approach for Developing Medical Decision Support Systems,10.1007/978-3-319-25639-9,The Semantic Web: ESWC 2015 Satellite Events,"ESWC 2015 Satellite Events, Portoro?, Slovenia, May 31 ? June 4, 2015, Revised Selected Papers",Restricted,2015-01-01
761913,10.1007/978-3-319-34129-3_45,esws,ESWC,International Semantic Web Conference,Heraklion,Greece,1,Stefan,Brüggemann,grid.410308.e,Airbus Group (Germany),Hamburg,Germany,DE,Airbus Defence and Space,Ontology-Based Data Access for Maritime Security,10.1007/978-3-319-34129-3,The Semantic Web. Latest Advances and New Domains,"13th International Conference, ESWC 2016, Heraklion, Crete, Greece, May 29 -- June 2, 2016, Proceedings",Restricted,2016-01-01
318967,10.1007/978-3-642-21034-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Jens,Lehmann,,,,,,"AKSW Group, Department of Computer Science",AutoSPARQL: Let Users Query Your Knowledge Base,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
318968,10.1007/978-3-642-21034-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Lorenz,Bühmann,,,,,,"AKSW Group, Department of Computer Science",AutoSPARQL: Let Users Query Your Knowledge Base,10.1007/978-3-642-21034-1,The Semantic Web: Research and Applications,"8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Crete, Greece, May 29 ? June 2, 2011. Proceedings, Part I",OpenAccess,2011-01-01
1082915,10.1007/978-3-319-11955-7_35,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,1,Anas,Alzoghbi,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität,Durchblick - A Conference Assistance System for Augmented Reality Devices,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082916,10.1007/978-3-319-11955-7_35,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,2,Peter M.,Fischer,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität,Durchblick - A Conference Assistance System for Augmented Reality Devices,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082919,10.1007/978-3-319-11955-7_35,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,5,Thomas,Hornung,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität,Durchblick - A Conference Assistance System for Augmented Reality Devices,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
1082921,10.1007/978-3-319-11955-7_35,esws,ESWC,European Semantic Web Conference,"Anissaras, Crete",Greece,7,Georg,Lausen,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität,Durchblick - A Conference Assistance System for Augmented Reality Devices,10.1007/978-3-319-11955-7,The Semantic Web: ESWC 2014 Satellite Events,"ESWC 2014 Satellite Events, Anissaras, Crete, Greece, May 25-29, 2014, Revised Selected Papers",,2014-01-01
910592,10.1007/978-3-642-25953-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,1,Martin,Przyjaciel-Zablocki,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität Freiburg,RDFPath: Path Query Processing on Large RDF Graphs with MapReduce,10.1007/978-3-642-25953-1,The Semantic Web: ESWC 2011 Workshops,"Workshops at the 8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Greece, May 29-30, 2011, Revised Selected Papers",OpenAccess,2012-01-01
910593,10.1007/978-3-642-25953-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,2,Alexander,Schätzle,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität Freiburg,RDFPath: Path Query Processing on Large RDF Graphs with MapReduce,10.1007/978-3-642-25953-1,The Semantic Web: ESWC 2011 Workshops,"Workshops at the 8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Greece, May 29-30, 2011, Revised Selected Papers",OpenAccess,2012-01-01
910594,10.1007/978-3-642-25953-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,3,Thomas,Hornung,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität Freiburg,RDFPath: Path Query Processing on Large RDF Graphs with MapReduce,10.1007/978-3-642-25953-1,The Semantic Web: ESWC 2011 Workshops,"Workshops at the 8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Greece, May 29-30, 2011, Revised Selected Papers",OpenAccess,2012-01-01
910595,10.1007/978-3-642-25953-1_5,esws,ESWC,Extended Semantic Web Conference,"Heraklion, Crete",Greece,4,Georg,Lausen,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-Universität Freiburg,RDFPath: Path Query Processing on Large RDF Graphs with MapReduce,10.1007/978-3-642-25953-1,The Semantic Web: ESWC 2011 Workshops,"Workshops at the 8th Extended Semantic Web Conference, ESWC 2011, Heraklion, Greece, May 29-30, 2011, Revised Selected Papers",OpenAccess,2012-01-01
661772,10.1007/978-3-642-02121-3_77,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,1,Florian,Schmedding,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-University,Pattern-Based Annotation of HTML-Streams,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
661773,10.1007/978-3-642-02121-3_77,esws,ESWC,European Semantic Web Conference,"Heraklion, Crete",Greece,2,Max,Schwaibold,grid.5963.9,University of Freiburg,Freiburg,Germany,DE,Albert-Ludwigs-University,Pattern-Based Annotation of HTML-Streams,10.1007/978-3-642-02121-3,The Semantic Web: Research and Applications,"6th European Semantic Web Conference, ESWC 2009 Heraklion, Crete, Greece, May 31? June 4, 2009 Proceedings",OpenAccess,2009-01-01
